query_id,answer
438,4234 1909 4403 4396 4286 4308 4328 4400 1951 1901
439,4440 4389 3128 3932 2222 2886 2894 3254 2204 2171
440,4219 2646 4395 4214 4389 4308 4384 4396 1951 3565
441,4219 4440 2646 4234 4389 4308 4384 1909 4361 1951
442,4219 4395 2646 4214 4424 4389 4328 4276 2665 3026
443,4219 2865 4400 2646 4384 1966 4361 4387 2831 4403
444,4451 4214 2698 4234 4219 4395 3478 3314 3995 1909
445,4328 4286 4234 4396 1951 4308 1907 1899 1909 4218
446,4423 4364 4384 4232 2908 4308 4372 4403 1958 4219
447,4219 4387 2646 1958 4384 4400 4234 1966 2865 2831
448,4400 4219 1966 2646 4384 4387 2865 4403 2831 4395
449,4387 1958 4219 4400 2646 4384 2865 4403 1966 2831
450,4234 4384 4219 4328 4361 2865 4400 2646 1966 1951
451,1951 4214 3467 4234 4328 4320 4308 4361 3128 3862
452,4219 4308 2646 4389 3565 4384 4361 4234 3127 2698
453,4440 4219 4389 4384 2646 3254 4361 4395 2171 3565
454,4451 4234 4396 4219 4209 4328 2943 4445 4307 4361
455,1951 4234 4403 4361 2698 4214 4532 4320 3467 1907
456,4361 4384 4234 4219 4440 4400 2646 2865 2943 4289
457,1951 4234 4308 3467 2698 2646 4214 4219 4320 4328
458,4320 4433 1951 3862 4451 4224 4321 2908 4440 4276
459,4423 4364 4232 3028 4318 4372 2661 4220 2914 4332
460,4219 2646 4400 4361 2865 4384 4234 1966 4308 2831
461,4219 4214 2646 4395 4424 2665 4389 4308 2943 4307
462,4234 4433 4308 4440 4451 2222 4224 3862 4371 4307
463,4219 4384 1966 4440 2646 4361 2865 4400 4389 2943
464,4219 4384 2646 2865 4328 4361 4234 2943 1966 2696
465,4219 1966 4400 2865 4387 2646 4361 4384 4403 1909
466,4332 4440 3859 4389 3256 2706 3751 4224 4234 2908
467,1951 4234 4214 2698 4308 4403 4400 4361 4338 1909
468,4307 4234 2222 4224 4433 4396 4440 2663 3784 4332
469,4307 2222 4440 4389 3128 3783 2661 4219 3595 4396
470,4219 4400 4384 4387 2646 2865 1966 2831 1958 4308
471,4234 4276 3580 4218 4361 4204 4180 4304 4379 4451
472,3993 4224 4134 4276 4307 2095 4395 4266 4260 4297
473,4219 4440 4384 4400 1966 2646 4361 4389 2865 4222
474,1951 4214 3467 4286 4308 4234 2698 3128 4320 2918
475,4440 2894 4389 2886 3254 4219 2222 2171 2865 2948
476,4440 4389 3128 4276 4395 3254 2886 2220 2894 2171
477,4440 4389 2894 3128 2886 3254 2222 4219 3932 2663
478,4219 2646 4400 1966 4387 4384 2865 4234 4395 4218
479,4328 4234 1909 1951 4308 4396 4286 1899 1958 4361
480,4219 4400 2865 4384 4387 1966 2646 2886 3078 3470
481,4440 3128 2948 4008 3254 3993 4389 2222 4307 3783
482,4045 4234 1901 4328 4396 1909 4286 1951 4133 4214
483,4328 4286 4234 4396 1907 1909 4387 3467 3436 4384
484,4219 4384 2646 1966 4387 4400 4389 2865 4395 4403
485,4219 4400 2865 1966 2646 4387 4403 4361 4234 2831
486,4308 4361 4219 4387 4403 4396 2646 4234 4389 3843
487,1909 4234 4328 4396 4308 4286 4133 1918 4400 2698
488,1951 3467 4234 4396 4286 4320 3861 4328 4308 4214
489,4214 2698 2665 4219 2646 4234 4451 1951 4389 2865
490,4219 2646 4361 4384 4234 4389 4440 4400 4308 1966
491,4219 4395 2646 4214 4389 4424 4009 2511 2064 4222
492,4219 4384 2646 1966 4387 4400 1958 2865 4440 3470
493,4440 4389 3128 4307 3254 2886 2894 4276 3993 3643
494,4214 2698 1951 4234 4451 4219 4308 4433 4286 2665
495,4423 4232 4364 4307 3028 4384 4372 4318 4308 3737
496,4234 1909 4396 2646 4361 4308 4219 4328 4214 4384
497,4395 4214 4219 2646 4424 2944 3843 4389 2521 2665
498,4219 4400 4387 4384 1958 4361 4234 2646 2865 2943
499,2698 3995 4214 2665 4234 1951 4050 4153 4328 4286
500,4234 4214 4433 4308 4451 2698 4050 4362 4440 4153
